date,year,month,season,pm2.5,pm10,no2,so2,co,o3,temperature_celsius,humidity,wind_kph,fire_count_all_india,pm25_7day_avg,pm25_7day_std,pm25_deviation,aqi,aqi_bucket,lstm_score,lstm_label
2015-01-27,2015,1,winter,125.9,443.0,120.4,30.5,4.44,91.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,230.3571428571429,151.99094114609656,-104.45714285714286,225.8,Moderate,,
2015-01-28,2015,1,winter,67.1,557.4,141.9,58.0,5.7,4.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,239.44285714285712,137.36712194144633,-172.34285714285713,260.7,Very Poor,,
2015-01-29,2015,1,winter,122.3,457.2,46.7,95.0,0.77,127.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,199.22857142857143,121.52312145274678,-76.92857142857143,44.1,Severe,,
2015-01-30,2015,1,winter,485.5,128.0,103.7,6.5,1.14,133.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,246.08571428571423,159.92088073556278,239.4142857142857,337.9,Moderate,,
2015-01-31,2015,1,winter,405.9,355.9,88.1,87.6,6.87,109.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,277.1714285714286,167.77231311399103,128.7285714285714,489.9,Good,,
2015-02-01,2015,2,winter,4.2,172.2,0.9,91.0,2.99,36.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,221.01428571428573,185.69349682179168,-216.8142857142857,447.5,Moderate,,
2015-02-02,2015,2,winter,334.2,286.2,139.7,14.9,2.99,76.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,220.72857142857143,185.4881551859464,113.47142857142856,266.8,Poor,,
2015-02-03,2015,2,winter,292.7,5.6,110.9,49.8,4.79,55.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,244.55714285714285,181.95601901872567,48.14285714285714,40.7,Good,,
2015-02-04,2015,2,winter,413.1,254.3,44.4,39.5,5.08,28.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,293.9857142857143,172.46319828271993,119.1142857142857,365.4,Severe,,
2015-02-05,2015,2,winter,172.9,328.3,28.6,85.2,8.51,189.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,301.2142857142857,164.96531381446454,-128.31428571428572,37.6,Satisfactory,0.052529432,False
2015-02-06,2015,2,winter,23.8,436.9,88.6,71.2,0.46,144.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,235.25714285714284,171.18526861408426,-211.45714285714283,52.3,Moderate,0.05279731,False
2015-02-07,2015,2,winter,207.1,288.6,66.6,71.2,0.73,51.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,206.8571428571429,153.76079753026403,0.2428571428571331,261.6,Satisfactory,0.0523513,False
2015-02-08,2015,2,winter,21.0,132.5,105.3,26.8,1.86,18.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,209.25714285714284,150.15932490905402,-188.25714285714284,311.0,Moderate,0.05322972,False
2015-02-09,2015,2,winter,476.6,581.6,73.0,29.9,6.1,106.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,229.6,177.1306485808333,247.00000000000003,326.7,Moderate,0.05387503,False
2015-02-10,2015,2,winter,262.9,178.7,34.7,2.5,1.08,142.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,225.3428571428572,175.71379055292212,37.55714285714282,437.3,Very Poor,0.05388246,False
2015-02-11,2015,2,winter,87.9,210.8,149.5,34.9,6.64,72.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,178.8857142857143,160.09473683386582,-90.9857142857143,26.7,Severe,0.05262794,False
2015-02-12,2015,2,winter,416.1,398.4,127.7,8.0,3.24,27.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,213.62857142857143,183.2881494103908,202.4714285714286,413.9,Satisfactory,0.051941704,False
2015-02-13,2015,2,winter,64.2,531.8,50.7,7.3,1.17,122.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,219.40000000000003,176.83708133005737,-155.20000000000005,205.5,Poor,0.051430427,False
2015-02-14,2015,2,winter,381.0,226.1,137.1,88.5,8.28,134.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,244.2428571428572,186.7579615183144,136.75714285714284,493.5,Poor,0.051440038,False
2015-02-15,2015,2,winter,389.3,412.5,85.3,60.6,9.15,41.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,296.85714285714283,163.85846389636453,92.44285714285718,9.8,Severe,0.05092822,False
2015-02-16,2015,2,winter,65.4,70.3,43.2,30.2,4.59,31.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,238.11428571428573,162.3819717884493,-172.71428571428572,118.1,Poor,0.05095873,False
2015-02-17,2015,2,winter,355.9,417.6,5.5,22.2,0.31,140.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,251.4,168.43940552416268,104.49999999999996,464.4,Severe,0.05011895,False
2015-02-18,2015,2,winter,252.3,553.2,11.2,82.4,0.78,7.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,274.8857142857143,152.55518595545928,-22.58571428571429,208.6,Very Poor,0.05081689,False
2015-02-19,2015,2,winter,450.2,576.9,74.7,81.9,7.77,163.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,279.75714285714287,158.2540242473353,170.44285714285712,456.4,Good,0.051088512,False
2015-02-20,2015,2,winter,318.0,329.0,64.2,5.8,1.94,60.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,316.0142857142857,126.5316749351907,1.985714285714323,16.1,Severe,0.049439117,False
2015-02-21,2015,2,winter,121.9,212.9,49.6,9.6,0.08,178.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,279.0,141.37915923737367,-157.1,412.8,Moderate,0.05020283,False
2015-02-22,2015,2,winter,190.3,388.7,75.4,28.6,1.79,34.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,250.57142857142856,135.3838458394712,-60.27142857142857,136.1,Very Poor,0.050409105,False
2015-02-23,2015,2,winter,318.1,553.9,62.7,62.8,7.9,166.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,286.6714285714285,108.87446462609608,31.4285714285715,305.5,Good,0.050449636,False
2015-02-24,2015,2,winter,199.8,131.5,148.8,40.6,1.49,77.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,264.37142857142857,108.31659944018604,-64.57142857142856,286.3,Severe,0.04995649,False
2015-02-25,2015,2,winter,169.2,458.8,47.3,5.3,5.76,39.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,252.5,114.25138948826834,-83.30000000000001,110.8,Poor,0.048626006,False
2015-02-26,2015,2,winter,92.3,572.9,87.6,84.7,5.96,113.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,201.3714285714286,88.12880184301669,-109.0714285714286,465.8,Severe,0.04944292,False
2015-02-27,2015,2,winter,60.5,74.8,55.4,79.0,1.28,168.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,164.58571428571432,85.01992763604352,-104.08571428571432,335.7,Severe,0.049107973,False
2015-02-28,2015,2,winter,109.0,169.7,88.7,54.7,4.54,147.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,162.74285714285716,86.23056026612319,-53.74285714285716,295.8,Severe,0.048131894,False
2015-03-01,2015,3,summer,382.8,305.1,149.4,89.7,5.45,145.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,190.2428571428572,120.4064347275905,192.55714285714285,353.7,Very Poor,0.047787614,False
2015-03-02,2015,3,summer,343.1,439.0,141.3,55.8,9.66,18.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,193.8142857142857,125.10983745721764,149.2857142857143,108.5,Very Poor,0.048980333,False
2015-03-03,2015,3,summer,154.6,531.1,53.0,76.5,2.57,62.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,187.3571428571429,125.91326190600222,-32.75714285714287,142.4,Satisfactory,0.04699111,False
2015-03-04,2015,3,summer,104.3,431.4,105.2,84.6,2.37,12.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,178.08571428571432,129.80240661060466,-73.78571428571432,19.2,Very Poor,0.047082763,False
2015-03-05,2015,3,summer,267.4,418.6,134.9,29.5,5.79,167.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,203.1,127.36420219198166,64.29999999999998,103.7,Good,0.047030274,False
2015-03-06,2015,3,summer,217.0,150.5,94.6,49.2,3.37,112.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,225.45714285714288,110.82222787183166,-8.457142857142856,497.7,Poor,0.04636012,False
2015-03-07,2015,3,summer,341.0,103.3,134.5,72.7,8.73,50.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,258.6,104.71241569174116,82.39999999999998,172.7,Good,0.04638718,False
2015-03-08,2015,3,summer,186.3,353.5,35.7,43.2,4.94,172.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,230.52857142857144,91.35439625045808,-44.22857142857143,68.1,Good,0.04540522,False
2015-03-09,2015,3,summer,454.9,369.8,142.0,36.1,2.34,4.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,246.5,119.69291262782993,208.4,368.9,Moderate,0.046614513,False
2015-03-10,2015,3,summer,59.5,293.3,145.1,27.4,5.14,62.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,232.9142857142857,136.13091038373597,-173.41428571428574,20.8,Very Poor,0.045907747,False
2015-03-11,2015,3,summer,392.8,507.7,132.2,5.9,2.96,43.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,274.12857142857143,134.3634587513251,118.67142857142858,246.4,Poor,0.04566183,False
2015-03-12,2015,3,summer,351.1,45.8,147.7,82.6,8.38,107.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,286.0857142857143,137.35583264610483,65.01428571428573,376.3,Moderate,0.046305213,False
2015-03-13,2015,3,summer,134.0,114.7,96.8,92.0,2.91,174.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,274.2285714285714,147.51996152256496,-140.2285714285714,176.3,Poor,0.046926994,False
2015-03-14,2015,3,summer,130.0,235.0,4.6,60.5,3.19,189.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,244.08571428571423,153.05562636474605,-114.08571428571426,74.1,Moderate,0.04705384,False
2015-03-15,2015,3,summer,429.2,20.0,45.4,93.0,7.73,67.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,278.7857142857143,164.8512605206223,150.4142857142857,467.3,Satisfactory,0.047494534,False
2015-03-16,2015,3,summer,155.4,358.4,62.8,9.7,0.82,89.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,236.0,149.69363157239962,-80.6,436.1,Poor,0.046820953,False
2015-03-17,2015,3,summer,348.1,361.7,139.4,60.5,1.82,67.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,277.2285714285714,131.63376864474796,70.87142857142862,42.4,Severe,0.04620255,False
2015-03-18,2015,3,summer,441.6,289.1,131.6,54.3,3.31,185.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,284.2,139.8127914987275,157.40000000000003,403.6,Poor,0.045901448,False
2015-03-19,2015,3,summer,134.6,542.3,94.3,36.9,4.72,102.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,253.27142857142857,146.34104817498186,-118.67142857142858,280.8,Very Poor,0.04459899,False
2015-03-20,2015,3,summer,102.7,348.6,130.1,91.3,4.24,151.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,248.8,150.99687634738228,-146.10000000000002,295.2,Satisfactory,0.04296083,False
2015-03-21,2015,3,summer,117.6,424.2,83.7,70.2,8.62,18.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,247.02857142857144,152.68615648103912,-129.42857142857144,104.5,Very Poor,0.04208219,False
2015-03-22,2015,3,summer,301.5,144.0,55.6,60.7,3.54,61.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,228.78571428571428,133.74694300022244,72.71428571428572,216.1,Satisfactory,0.041630946,False
2015-03-23,2015,3,summer,439.1,540.0,68.6,93.0,6.0,134.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,269.31428571428575,149.82108695119683,169.78571428571428,271.9,Severe,0.041177172,False
2015-03-24,2015,3,summer,437.8,293.9,47.2,41.0,2.92,19.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,282.12857142857143,161.0946690022745,155.67142857142858,34.5,Satisfactory,0.04186106,False
2015-03-25,2015,3,summer,450.7,234.8,94.8,99.7,4.21,193.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,283.42857142857144,162.62549732730218,167.27142857142854,251.1,Good,0.042411063,False
2015-03-26,2015,3,summer,285.7,577.6,81.0,88.4,6.68,156.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,305.0142857142857,149.03910480778106,-19.31428571428569,359.0,Moderate,0.042335257,False
2015-03-27,2015,3,summer,73.3,306.6,43.7,49.4,5.43,50.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,300.8142857142857,155.944909381181,-227.51428571428568,35.4,Severe,0.042231355,False
2015-03-28,2015,3,summer,158.3,529.7,131.3,59.1,8.72,141.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,306.62857142857143,148.55924423481372,-148.32857142857142,376.7,Moderate,0.04235281,False
2015-03-29,2015,3,summer,383.4,137.4,19.1,24.4,0.78,101.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,318.32857142857137,151.2880333920004,65.07142857142861,405.4,Severe,0.042505637,False
2015-03-30,2015,3,summer,483.8,272.3,125.1,52.0,8.06,184.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,324.7142857142857,158.02849351273568,159.0857142857143,239.5,Very Poor,0.04373809,False
2015-03-31,2015,3,summer,407.3,518.9,147.8,56.8,6.17,61.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,320.35714285714283,154.77788232542414,86.94285714285718,220.9,Poor,0.043372136,False
2015-04-01,2015,4,summer,497.0,199.0,15.1,49.5,4.71,91.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,326.9714285714286,162.09274828819156,170.0285714285714,155.8,Satisfactory,0.04312771,False
2015-04-02,2015,4,summer,341.5,588.2,100.0,25.8,5.71,75.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,334.9428571428571,161.09381176965232,6.557142857142878,420.4,Severe,0.043064695,False
2015-04-03,2015,4,summer,157.0,337.3,100.6,33.1,9.88,169.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,346.90000000000003,140.18628083137563,-189.90000000000003,87.4,Very Poor,0.043107193,False
2015-04-04,2015,4,summer,419.1,31.5,83.8,48.7,8.36,2.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,384.1571428571429,113.90008570589184,34.94285714285718,400.4,Very Poor,0.044143543,False
2015-04-05,2015,4,summer,376.9,236.2,42.6,74.8,6.27,7.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,383.2285714285714,113.9337777583351,-6.328571428571422,315.7,Moderate,0.04505824,False
2015-04-06,2015,4,summer,131.4,175.9,50.1,32.0,8.33,5.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,332.8857142857143,137.50613839112088,-201.4857142857143,467.2,Poor,0.045600228,False
2015-04-07,2015,4,summer,202.9,410.3,19.1,88.5,7.79,173.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,303.6857142857143,140.73494506306795,-100.7857142857143,479.2,Satisfactory,0.046530757,False
2015-04-08,2015,4,summer,190.5,148.9,59.0,79.1,7.91,19.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,259.90000000000003,116.087768520202,-69.40000000000003,134.2,Severe,0.045495685,False
2015-04-09,2015,4,summer,263.4,131.5,72.8,16.0,7.04,113.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,248.7428571428572,110.55958962090472,14.657142857142816,198.1,Poor,0.044747803,False
2015-04-10,2015,4,summer,279.6,426.9,15.6,44.2,8.84,35.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,266.25714285714287,103.06041686219558,13.342857142857156,37.9,Good,0.04397875,False
2015-04-11,2015,4,summer,155.6,59.2,34.3,82.3,3.88,150.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,228.6142857142857,84.3542812304436,-73.0142857142857,452.2,Severe,0.04344324,False
2015-04-12,2015,4,summer,435.4,494.1,97.2,33.2,1.58,71.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,236.9714285714286,102.45051999682116,198.4285714285714,397.7,Poor,0.043211576,False
2015-04-13,2015,4,summer,483.8,448.7,37.3,17.1,0.89,164.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,287.31428571428575,125.8404072436119,196.48571428571427,165.5,Very Poor,0.043759782,False
2015-04-14,2015,4,summer,451.6,290.0,79.5,48.2,1.71,45.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,322.8428571428572,132.94291829130847,128.75714285714287,75.9,Severe,0.04269941,False
2015-04-15,2015,4,summer,351.3,443.6,94.1,18.2,6.09,198.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,345.81428571428575,119.47404778962704,5.485714285714266,458.0,Very Poor,0.042634726,False
2015-04-16,2015,4,summer,181.7,45.7,138.3,34.2,6.46,170.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,334.1428571428572,132.18176698701495,-152.44285714285718,105.8,Satisfactory,0.04359605,False
2015-04-17,2015,4,summer,489.6,493.6,116.3,44.1,9.67,60.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,364.1428571428572,141.2586971616598,125.45714285714286,37.1,Severe,0.043506317,False
2015-04-18,2015,4,summer,137.9,554.0,12.7,63.2,2.43,119.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,361.61428571428576,145.70236132348057,-223.7142857142857,379.0,Severe,0.04454645,False
2015-04-19,2015,4,summer,262.0,498.8,113.0,1.4,4.19,195.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,336.8428571428572,145.8071655434311,-74.84285714285716,118.1,Moderate,0.044852898,False
2015-04-20,2015,4,summer,188.2,460.0,96.9,100.0,5.18,37.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,294.61428571428576,138.78875348974822,-106.41428571428575,269.1,Very Poor,0.044929035,False
2015-04-21,2015,4,summer,338.0,277.2,105.4,15.9,0.61,135.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,278.3857142857143,123.13146671439476,59.6142857142857,198.4,Moderate,0.045847636,False
2015-04-22,2015,4,summer,398.5,464.4,18.8,76.1,1.28,68.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,285.12857142857143,128.9449716518086,113.37142857142857,40.4,Poor,0.04594371,False
2015-04-23,2015,4,summer,124.2,242.7,87.0,80.9,3.85,98.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,276.9142857142857,138.13583204671443,-152.71428571428572,252.3,Satisfactory,0.045840666,False
2015-04-24,2015,4,summer,287.7,513.2,108.1,61.1,2.97,6.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,248.07142857142856,102.91322743434094,39.628571428571405,256.2,Satisfactory,0.045044668,False
2015-04-25,2015,4,summer,204.1,11.7,10.2,51.3,6.0,42.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,257.5285714285714,93.73408690342616,-53.428571428571416,181.9,Good,0.045369755,False
2015-04-26,2015,4,summer,106.1,41.4,16.0,59.1,8.81,195.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,235.2571428571428,109.66234323508468,-129.15714285714282,12.9,Very Poor,0.04698249,False
2015-04-27,2015,4,summer,354.9,508.9,68.5,51.0,9.3,12.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,259.07142857142856,115.67567756858996,95.82857142857142,149.5,Good,0.046642575,False
2015-04-28,2015,4,summer,173.6,196.2,145.9,78.5,8.03,45.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,235.58571428571423,113.65134444976046,-61.985714285714266,149.9,Very Poor,0.046905536,False
2015-04-29,2015,4,summer,82.8,532.4,5.9,99.6,8.95,13.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,190.4857142857143,100.05340954662546,-107.6857142857143,392.8,Very Poor,0.047954425,False
2015-04-30,2015,4,summer,334.1,351.2,68.0,19.9,1.69,27.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,220.47142857142856,108.01340525270795,113.62857142857146,106.3,Severe,0.04764943,False
2015-05-01,2015,5,summer,176.8,97.0,133.9,4.5,5.01,66.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,204.6285714285714,104.5880126063804,-27.8285714285714,139.2,Moderate,0.048061833,False
2015-05-02,2015,5,summer,117.2,560.8,92.5,19.9,9.82,148.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,192.2142857142857,109.69395955067336,-75.01428571428572,288.3,Good,0.048970968,False
2015-05-03,2015,5,summer,179.5,469.2,21.5,46.6,9.15,167.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,202.7,103.41898600676122,-23.200000000000017,481.3,Good,0.048761576,False
2015-05-04,2015,5,summer,404.1,486.1,124.6,83.1,0.11,99.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,209.72857142857143,116.35021435713983,194.3714285714286,339.7,Severe,0.04923892,False
2015-05-05,2015,5,summer,175.1,295.2,76.2,11.7,5.23,193.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,209.94285714285715,116.2739417230255,-34.84285714285716,420.3,Poor,0.049374655,False
2015-05-06,2015,5,summer,20.7,343.3,18.5,18.4,3.94,37.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,201.07142857142856,129.23777458991,-180.3714285714286,482.3,Severe,0.049404502,False
2015-05-07,2015,5,summer,415.6,50.8,146.9,56.0,0.43,127.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,212.7142857142857,145.8260542401052,202.8857142857143,356.1,Very Poor,0.050450124,False
2015-05-08,2015,5,summer,124.7,197.1,26.0,93.5,9.5,38.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,205.27142857142857,149.25388564775253,-80.57142857142857,278.3,Poor,0.051307738,False
2015-05-09,2015,5,summer,87.0,122.6,66.2,51.7,8.11,162.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,200.95714285714288,152.62240832790422,-113.95714285714286,81.5,Severe,0.051945865,False
2015-05-10,2015,5,summer,23.0,330.4,135.5,55.3,0.06,25.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,178.6,167.06836923846475,-155.6,440.0,Poor,0.052885424,False
2015-05-11,2015,5,summer,65.1,95.2,107.8,20.1,1.13,47.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,130.17142857142858,137.28665526658338,-65.07142857142858,193.1,Good,0.053180818,False
2015-05-12,2015,5,summer,83.8,431.4,118.0,62.5,1.34,16.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,117.12857142857142,136.64227889256082,-33.32857142857142,18.5,Poor,0.052938923,False
2015-05-13,2015,5,summer,336.9,380.5,70.8,49.2,2.63,195.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,162.29999999999998,150.96604474737578,174.6,442.7,Moderate,0.051758863,False
2015-05-14,2015,5,summer,315.5,17.8,52.9,36.0,3.63,172.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,148.0,125.5802532247805,167.5,43.9,Moderate,0.052303273,False
2015-05-15,2015,5,summer,151.4,186.4,46.6,28.0,7.97,132.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,151.81428571428572,125.15938410111892,-0.414285714285711,28.9,Satisfactory,0.051649652,False
